loss,accuracy,lr
0.8736994862556458,0.6176894307136536,0.0010000000474974513
0.7436413764953613,0.6746886968612671,0.0010000000474974513
0.6840295791625977,0.7011027932167053,0.0010000000474974513
0.6365662217140198,0.7238634824752808,0.0010000000474974513
0.5958345532417297,0.7422655820846558,0.0010000000474974513
0.5539931058883667,0.7630532383918762,0.0010000000474974513
0.5184071063995361,0.779317319393158,0.0010000000474974513
0.48692139983177185,0.7942235469818115,0.0010000000474974513
0.4569847583770752,0.8077419400215149,0.0010000000474974513
0.4299372434616089,0.8203451037406921,0.0010000000474974513
0.4059927761554718,0.831680417060852,0.0010000000474974513
0.383736789226532,0.8404726386070251,0.0010000000474974513
0.3655790388584137,0.8486721515655518,0.0010000000474974513
0.3465281128883362,0.8564816117286682,0.0010000000474974513
0.3315396010875702,0.8635109066963196,0.0010000000474974513
0.3165545165538788,0.8704200983047485,0.0010000000474974513
0.30184972286224365,0.8769542574882507,0.0010000000474974513
0.2901606559753418,0.8807951807975769,0.0010000000474974513
0.2793610095977783,0.8853863477706909,0.0010000000474974513
0.27000218629837036,0.8898199796676636,0.0010000000474974513
0.25899937748908997,0.8942610621452332,0.0010000000474974513
0.2505273222923279,0.8976519107818604,0.0010000000474974513
0.24138498306274414,0.9017404317855835,0.0010000000474974513
0.23249182105064392,0.9050112366676331,0.0010000000474974513
0.22566509246826172,0.9084396362304688,0.0010000000474974513
0.21721385419368744,0.9125206470489502,0.0010000000474974513
0.20978952944278717,0.9144036173820496,0.0010000000474974513
0.20503781735897064,0.9173743724822998,0.0010000000474974513
0.19773179292678833,0.9199699759483337,0.0010000000474974513
0.19214335083961487,0.9224831461906433,0.0010000000474974513
0.18695297837257385,0.925498902797699,0.0010000000474974513
0.18072037398815155,0.9268491864204407,0.0010000000474974513
0.175972118973732,0.9289347529411316,0.0010000000474974513
0.17134587466716766,0.9310577511787415,0.0010000000474974513
0.16562509536743164,0.9329182505607605,0.0010000000474974513
0.16253407299518585,0.9342760443687439,0.0010000000474974513
0.15903182327747345,0.936579167842865,0.0010000000474974513
0.15429085493087769,0.9383195638656616,0.0010000000474974513
0.15143856406211853,0.9395648837089539,0.0010000000474974513
0.1467398703098297,0.9412828087806702,0.0010000000474974513
0.1426897794008255,0.9424231052398682,0.0010000000474974513
0.1401532143354416,0.9441260099411011,0.0010000000474974513
0.1353205442428589,0.9464141130447388,0.0010000000474974513
0.13306517899036407,0.9471567869186401,0.0010000000474974513
0.1311083436012268,0.9477944374084473,0.0010000000474974513
0.12842772901058197,0.9491673111915588,0.0010000000474974513
0.1254974603652954,0.95027756690979,0.0010000000474974513
0.12380217760801315,0.9505701661109924,0.0010000000474974513
0.12033040821552277,0.9523255825042725,0.0010000000474974513
0.11880379915237427,0.9521680474281311,0.0010000000474974513
0.1169537752866745,0.9538484811782837,0.0010000000474974513
0.11377298086881638,0.9550938010215759,0.0010000000474974513
0.11115173995494843,0.9564065933227539,0.0010000000474974513
0.10910508036613464,0.9574418663978577,0.0010000000474974513
0.1067698672413826,0.9572318196296692,0.0010000000474974513
0.10587240755558014,0.9588671922683716,0.0010000000474974513
0.10340704023838043,0.9600074887275696,0.0010000000474974513
0.10143584758043289,0.9600300192832947,0.0010000000474974513
0.0988701581954956,0.9606601595878601,0.0010000000474974513
0.0973670557141304,0.9615454077720642,0.0010000000474974513
0.09744340926408768,0.9617179036140442,0.0010000000474974513
0.09487883746623993,0.9632033109664917,0.0010000000474974513
0.09297873079776764,0.9638334512710571,0.0010000000474974513
0.09257140010595322,0.963923454284668,0.0010000000474974513
0.08982816338539124,0.9651913046836853,0.0010000000474974513
0.08996843546628952,0.9653338193893433,0.0010000000474974513
0.08601755648851395,0.9666166305541992,0.0010000000474974513
0.08516648411750793,0.9668866991996765,0.0010000000474974513
0.08381668478250504,0.9671117663383484,0.0010000000474974513
0.08446899801492691,0.9667516946792603,0.0010000000474974513
0.08085843175649643,0.9683870673179626,0.0010000000474974513
0.08007099479436874,0.9690397381782532,0.0010000000474974513
0.07892201840877533,0.9694373607635498,0.0010000000474974513
0.07815150171518326,0.969684898853302,0.0010000000474974513
0.07759701460599899,0.9697674512863159,0.0010000000474974513
0.07567761838436127,0.9707801938056946,0.0010000000474974513
0.07499852776527405,0.9707651734352112,0.0010000000474974513
0.07358036190271378,0.9713353514671326,0.0010000000474974513
0.07279110699892044,0.971687912940979,0.0010000000474974513
0.07129909098148346,0.9724380970001221,0.0010000000474974513
0.0707152783870697,0.9726331830024719,0.0010000000474974513
0.07088053226470947,0.972858190536499,0.0010000000474974513
0.06950544565916061,0.9732857942581177,0.0010000000474974513
0.06800644844770432,0.9733008146286011,0.0010000000474974513
0.06460040807723999,0.9750787615776062,0.0010000000474974513
0.06529805064201355,0.9747712016105652,0.0010000000474974513
0.06352029740810394,0.9755964279174805,0.0010000000474974513
0.06288794428110123,0.9756489396095276,0.0010000000474974513
0.06272423267364502,0.9763466119766235,0.0010000000474974513
0.06249113380908966,0.9767066836357117,0.0010000000474974513
0.06161899119615555,0.9763615727424622,0.0010000000474974513
0.05991632863879204,0.9771117568016052,0.0010000000474974513
0.06000024452805519,0.9767591953277588,0.0010000000474974513
0.058371979743242264,0.977839469909668,0.0010000000474974513
0.05868181958794594,0.97786945104599,0.0010000000474974513
0.05836135894060135,0.9780794978141785,0.0010000000474974513
0.05597107857465744,0.9789947271347046,0.0010000000474974513
0.05705011263489723,0.9783720970153809,0.0010000000474974513
0.054544612765312195,0.9791072607040405,0.0010000000474974513
0.05568663403391838,0.97886723279953,0.0010000000474974513
